Specialization,Certifications,CGPA/Percentage,Skills_ID_Categorized,Recommended_Career,Education_Level_ID_Categorized,Certifications_ID_Categorized
Psychology,Tally ERP,88,"Analisis Data & IT, Machine Learning, Pemasaran",Akuntan Junior,SMA/Sederajat,Keuangan & ERP
Computer Science,AWS Certified,88,"Analisis Data & IT, Keuangan & Akuntansi, MS Office",Software Engineer,SMA/Sederajat,Cloud bersertifikat (AWS)
Science,Digital Marketing,75,"MS Office, Machine Learning, Pemasaran",Akademisi/Dosen,SMA/Sederajat,Pemasaran Digital
Commerce,AWS Certified,83,Pemasaran,Software Engineer,SMA/Sederajat,Cloud bersertifikat (AWS)
Psychology,Creative Writing,89,"Keuangan & Akuntansi, Konseling, MS Office",Software Engineer,SMA/Sederajat,Penulisan Kreatif
Psychology,Google Data Analytics,61,"Keuangan & Akuntansi, Komunikasi, Python",Asisten Penjualan,Sarjana,Analisis Data Google
Finance,Creative Writing,80,MS Office,Akuntan Junior,Doktor,Penulisan Kreatif
Business,Tally ERP,71,"MS Office, Machine Learning",Operator Entri Data,Sarjana,Keuangan & ERP
Engineering,Google Data Analytics,88,"Analisis Data & IT, Python",Software Engineer,Doktor,Analisis Data Google
Arts,Creative Writing,76,"Python, SQL",ML Engineer,Magister,Penulisan Kreatif
Psychology,Mental Health Basics,90,"Analisis Data & IT, Machine Learning, Pemasaran",Software Engineer,SMA/Sederajat,Kesehatan Mental
Psychology,Google Data Analytics,70,"Komunikasi, Pemasaran",Staf Administrasi,Doktor,Analisis Data Google
Arts,Mental Health Basics,82,MS Office,Staf Administrasi,Doktor,Kesehatan Mental
Engineering,No Certification,70,Machine Learning,ML Engineer,Magister,Tanpa Sertifikat
Commerce,Mental Health Basics,63,"Keuangan & Akuntansi, Komunikasi, MS Office",ML Engineer,Sarjana,Kesehatan Mental
Engineering,Mental Health Basics,74,"Keuangan & Akuntansi, Machine Learning",Software Engineer,SMA/Sederajat,Kesehatan Mental
Science,Tally ERP,69,"Komunikasi, Python",Akuntan Junior,Doktor,Keuangan & ERP
Science,Digital Marketing,89,"Analisis Data & IT, SQL",Akuntan Junior,SMA/Sederajat,Pemasaran Digital
Computer Science,Tally ERP,87,Python,ML Engineer,SMA/Sederajat,Keuangan & ERP
Engineering,Tally ERP,88,"Analisis Data & IT, Keuangan & Akuntansi, Komunikasi",Business Analyst,Doktor,Keuangan & ERP
Commerce,Tally ERP,77,"Keuangan & Akuntansi, Pemasaran",ML Engineer,SMA/Sederajat,Keuangan & ERP
Engineering,Google Data Analytics,92,"Analisis Data & IT, Konseling, SQL",Operator Entri Data,Sarjana,Analisis Data Google
Business,No Certification,69,"Analisis Data & IT, Keuangan & Akuntansi, Komunikasi",Eksekutif Pemasaran,SMA/Sederajat,Tanpa Sertifikat
Arts,Creative Writing,76,"Konseling, MS Office, Python",Business Analyst,SMA/Sederajat,Penulisan Kreatif
Business,Tally ERP,61,SQL,Operator Entri Data,Magister,Keuangan & ERP
Commerce,CFA Level 1,79,"Keuangan & Akuntansi, SQL",Akuntan Junior,Sarjana,Keuangan (CFA)
Computer Science,CFA Level 1,71,Python,Business Analyst,SMA/Sederajat,Keuangan (CFA)
Business,Mental Health Basics,73,Komunikasi,ML Engineer,Sarjana,Kesehatan Mental
Business,No Certification,73,Konseling,Software Engineer,Magister,Tanpa Sertifikat
Engineering,Tally ERP,71,"Python, SQL",Staf Administrasi,SMA/Sederajat,Keuangan & ERP
Psychology,Google Data Analytics,67,"Machine Learning, Pemasaran, Python",Financial Analyst,SMA/Sederajat,Analisis Data Google
Arts,Google Data Analytics,60,"Keuangan & Akuntansi, SQL",Eksekutif Pemasaran,SMA/Sederajat,Analisis Data Google
Science,Mental Health Basics,72,"Keuangan & Akuntansi, Pemasaran, Python",Eksekutif Pemasaran,Sarjana,Kesehatan Mental
Engineering,Tally ERP,77,"Machine Learning, Python, SQL",Eksekutif Pemasaran,Doktor,Keuangan & ERP
Arts,No Certification,78,Komunikasi,ML Engineer,SMA/Sederajat,Tanpa Sertifikat
Psychology,Creative Writing,61,Keuangan & Akuntansi,Financial Analyst,Sarjana,Penulisan Kreatif
Arts,No Certification,63,"Analisis Data & IT, Pemasaran",Financial Analyst,Magister,Tanpa Sertifikat
Psychology,Digital Marketing,64,"Keuangan & Akuntansi, MS Office, Machine Learning",Eksekutif Pemasaran,SMA/Sederajat,Pemasaran Digital
Arts,Creative Writing,63,SQL,Konselor Sekolah,Doktor,Penulisan Kreatif
Finance,AWS Certified,73,"MS Office, Machine Learning, SQL",Konselor Sekolah,Doktor,Cloud bersertifikat (AWS)
Psychology,Tally ERP,86,"Komunikasi, Konseling, Machine Learning",Staf Administrasi,SMA/Sederajat,Keuangan & ERP
Engineering,Mental Health Basics,60,"Komunikasi, Machine Learning",Asisten Penjualan,Doktor,Kesehatan Mental
Arts,AWS Certified,95,MS Office,Akuntan Junior,Sarjana,Cloud bersertifikat (AWS)
Commerce,Google Data Analytics,70,Keuangan & Akuntansi,Asisten Penjualan,Doktor,Analisis Data Google
Arts,Tally ERP,81,Keuangan & Akuntansi,Ilmuwan Peneliti,Doktor,Keuangan & ERP
Commerce,CFA Level 1,66,Analisis Data & IT,Software Engineer,SMA/Sederajat,Keuangan (CFA)
Engineering,No Certification,67,"Konseling, MS Office",ML Engineer,Sarjana,Tanpa Sertifikat
Science,Google Data Analytics,68,"MS Office, Pemasaran",Software Engineer,SMA/Sederajat,Analisis Data Google
Science,CFA Level 1,76,"Analisis Data & IT, Komunikasi, Konseling",Akademisi/Dosen,SMA/Sederajat,Keuangan (CFA)
Finance,Creative Writing,94,"Keuangan & Akuntansi, Machine Learning",Business Analyst,Sarjana,Penulisan Kreatif
Computer Science,No Certification,76,SQL,Ilmuwan Peneliti,Doktor,Tanpa Sertifikat
Science,Creative Writing,67,"MS Office, Machine Learning, Python",Eksekutif Pemasaran,SMA/Sederajat,Penulisan Kreatif
Psychology,CFA Level 1,67,"Keuangan & Akuntansi, Komunikasi, Konseling",Operator Entri Data,SMA/Sederajat,Keuangan (CFA)
Finance,Digital Marketing,72,"Keuangan & Akuntansi, Python",Asisten Penjualan,Sarjana,Pemasaran Digital
Science,Tally ERP,76,Komunikasi,Konselor Sekolah,Sarjana,Keuangan & ERP
Business,AWS Certified,94,"Analisis Data & IT, Keuangan & Akuntansi",ML Engineer,Doktor,Cloud bersertifikat (AWS)
Business,Mental Health Basics,75,"MS Office, Pemasaran, Python",Business Analyst,SMA/Sederajat,Kesehatan Mental
Science,Mental Health Basics,73,Keuangan & Akuntansi,Ilmuwan Peneliti,Doktor,Kesehatan Mental
Business,CFA Level 1,82,"Analisis Data & IT, MS Office",Business Analyst,Magister,Keuangan (CFA)
Finance,Google Data Analytics,81,"Analisis Data & IT, Python, SQL",Operator Entri Data,SMA/Sederajat,Analisis Data Google
Computer Science,Mental Health Basics,85,"Komunikasi, MS Office",Akademisi/Dosen,Sarjana,Kesehatan Mental
Arts,Creative Writing,89,Machine Learning,Asisten Penjualan,SMA/Sederajat,Penulisan Kreatif
Science,AWS Certified,79,"Keuangan & Akuntansi, Python",Akademisi/Dosen,Sarjana,Cloud bersertifikat (AWS)
Arts,Creative Writing,93,"Keuangan & Akuntansi, Pemasaran, SQL",Ilmuwan Peneliti,SMA/Sederajat,Penulisan Kreatif
Arts,Creative Writing,85,Komunikasi,ML Engineer,Magister,Penulisan Kreatif
Engineering,CFA Level 1,69,MS Office,Operator Entri Data,SMA/Sederajat,Keuangan (CFA)
Engineering,No Certification,89,"Analisis Data & IT, Python, SQL",Eksekutif Pemasaran,SMA/Sederajat,Tanpa Sertifikat
Engineering,Digital Marketing,62,"Pemasaran, SQL",Operator Entri Data,SMA/Sederajat,Pemasaran Digital
Arts,Tally ERP,83,"Komunikasi, MS Office, Pemasaran",Konselor Sekolah,Doktor,Keuangan & ERP
Engineering,Mental Health Basics,83,"Komunikasi, SQL",Financial Analyst,Doktor,Kesehatan Mental
Arts,Google Data Analytics,67,Keuangan & Akuntansi,Business Analyst,SMA/Sederajat,Analisis Data Google
Engineering,Tally ERP,74,SQL,Akuntan Junior,Doktor,Keuangan & ERP
Commerce,AWS Certified,64,Analisis Data & IT,Ilmuwan Peneliti,Sarjana,Cloud bersertifikat (AWS)
Science,AWS Certified,73,"Analisis Data & IT, Python",Software Engineer,SMA/Sederajat,Cloud bersertifikat (AWS)
Psychology,Digital Marketing,87,"Analisis Data & IT, SQL",Asisten Penjualan,Doktor,Pemasaran Digital
Computer Science,No Certification,90,Python,Operator Entri Data,Magister,Tanpa Sertifikat
Engineering,Creative Writing,75,Machine Learning,ML Engineer,Sarjana,Penulisan Kreatif
Arts,CFA Level 1,87,"Analisis Data & IT, Machine Learning, SQL",Software Engineer,Sarjana,Keuangan (CFA)
Commerce,Tally ERP,67,Konseling,Akademisi/Dosen,SMA/Sederajat,Keuangan & ERP
Psychology,Google Data Analytics,90,Komunikasi,Operator Entri Data,Sarjana,Analisis Data Google
Arts,Google Data Analytics,90,"Keuangan & Akuntansi, MS Office, SQL",Financial Analyst,SMA/Sederajat,Analisis Data Google
Engineering,Mental Health Basics,63,"Analisis Data & IT, MS Office, Pemasaran",Operator Entri Data,Doktor,Kesehatan Mental
Business,Google Data Analytics,75,"Konseling, Python, SQL",Konselor Sekolah,Sarjana,Analisis Data Google
Business,CFA Level 1,70,"Machine Learning, SQL",Software Engineer,Magister,Keuangan (CFA)
Finance,No Certification,73,"Python, SQL",Akademisi/Dosen,Doktor,Tanpa Sertifikat
Psychology,Mental Health Basics,81,"Machine Learning, Python",Business Analyst,Doktor,Kesehatan Mental
Engineering,Google Data Analytics,78,Machine Learning,Akuntan Junior,SMA/Sederajat,Analisis Data Google
Psychology,No Certification,88,Keuangan & Akuntansi,Eksekutif Pemasaran,Doktor,Tanpa Sertifikat
Engineering,Digital Marketing,87,"Analisis Data & IT, Keuangan & Akuntansi",Eksekutif Pemasaran,SMA/Sederajat,Pemasaran Digital
Computer Science,No Certification,68,"Keuangan & Akuntansi, MS Office, SQL",Akademisi/Dosen,SMA/Sederajat,Tanpa Sertifikat
Business,CFA Level 1,86,"Analisis Data & IT, MS Office",Akuntan Junior,Sarjana,Keuangan (CFA)
Psychology,Google Data Analytics,60,Analisis Data & IT,Akademisi/Dosen,Doktor,Analisis Data Google
Arts,CFA Level 1,66,"Komunikasi, Machine Learning, Pemasaran",Software Engineer,Sarjana,Keuangan (CFA)
Science,CFA Level 1,86,SQL,Software Engineer,Magister,Keuangan (CFA)
Arts,Digital Marketing,85,"Keuangan & Akuntansi, Komunikasi, Python",Akademisi/Dosen,SMA/Sederajat,Pemasaran Digital
Science,No Certification,76,"Keuangan & Akuntansi, Komunikasi, Konseling",Business Analyst,Magister,Tanpa Sertifikat
Business,Mental Health Basics,91,"Keuangan & Akuntansi, Konseling, Pemasaran",Asisten Penjualan,SMA/Sederajat,Kesehatan Mental
Business,No Certification,90,"MS Office, Pemasaran, Python",ML Engineer,Magister,Tanpa Sertifikat
Arts,No Certification,71,Konseling,Software Engineer,Sarjana,Tanpa Sertifikat
Business,No Certification,62,Python,Financial Analyst,SMA/Sederajat,Tanpa Sertifikat
Computer Science,AWS Certified,60,"Keuangan & Akuntansi, Pemasaran",Ilmuwan Peneliti,Magister,Cloud bersertifikat (AWS)
Computer Science,Digital Marketing,83,Keuangan & Akuntansi,Ilmuwan Peneliti,SMA/Sederajat,Pemasaran Digital
Psychology,Digital Marketing,82,Keuangan & Akuntansi,Akuntan Junior,Doktor,Pemasaran Digital
Arts,Tally ERP,92,"Konseling, Pemasaran",Eksekutif Pemasaran,Sarjana,Keuangan & ERP
Computer Science,Tally ERP,94,Python,Operator Entri Data,Sarjana,Keuangan & ERP
Science,Creative Writing,94,Pemasaran,Ilmuwan Peneliti,SMA/Sederajat,Penulisan Kreatif
Psychology,Tally ERP,82,"Keuangan & Akuntansi, Konseling, Machine Learning",Akuntan Junior,SMA/Sederajat,Keuangan & ERP
Finance,Creative Writing,90,"Analisis Data & IT, Machine Learning, Pemasaran",Akademisi/Dosen,SMA/Sederajat,Penulisan Kreatif
Computer Science,Google Data Analytics,73,"Komunikasi, Machine Learning",ML Engineer,SMA/Sederajat,Analisis Data Google
Arts,AWS Certified,73,"Keuangan & Akuntansi, Konseling, Pemasaran",Financial Analyst,Sarjana,Cloud bersertifikat (AWS)
Commerce,Mental Health Basics,72,"Analisis Data & IT, Keuangan & Akuntansi",Business Analyst,Magister,Kesehatan Mental
Psychology,Google Data Analytics,80,Pemasaran,Ilmuwan Peneliti,Sarjana,Analisis Data Google
Arts,Google Data Analytics,93,Keuangan & Akuntansi,Financial Analyst,SMA/Sederajat,Analisis Data Google
Arts,Mental Health Basics,61,"Keuangan & Akuntansi, Machine Learning, SQL",Staf Administrasi,Sarjana,Kesehatan Mental
Engineering,AWS Certified,76,"Analisis Data & IT, MS Office",Software Engineer,Sarjana,Cloud bersertifikat (AWS)
Psychology,Tally ERP,70,"Analisis Data & IT, Pemasaran",Eksekutif Pemasaran,SMA/Sederajat,Keuangan & ERP
Arts,No Certification,91,"Keuangan & Akuntansi, Konseling, SQL",Konselor Sekolah,Doktor,Tanpa Sertifikat
Finance,Digital Marketing,76,"Komunikasi, Machine Learning",Financial Analyst,SMA/Sederajat,Pemasaran Digital
Psychology,No Certification,70,Keuangan & Akuntansi,Ilmuwan Peneliti,Magister,Tanpa Sertifikat
Arts,Google Data Analytics,72,Python,Konselor Sekolah,Doktor,Analisis Data Google
Psychology,Creative Writing,90,Machine Learning,Akuntan Junior,Doktor,Penulisan Kreatif
Commerce,Tally ERP,92,"Analisis Data & IT, Komunikasi, SQL",ML Engineer,Sarjana,Keuangan & ERP
Finance,No Certification,73,"MS Office, Python",Software Engineer,SMA/Sederajat,Tanpa Sertifikat
Computer Science,Creative Writing,76,"Komunikasi, Pemasaran, Python",Software Engineer,Doktor,Penulisan Kreatif
Science,AWS Certified,95,"Keuangan & Akuntansi, Komunikasi, MS Office",Financial Analyst,Magister,Cloud bersertifikat (AWS)
Finance,No Certification,63,Python,Software Engineer,Doktor,Tanpa Sertifikat
Business,Mental Health Basics,85,"Keuangan & Akuntansi, Python, SQL",Akuntan Junior,SMA/Sederajat,Kesehatan Mental
Business,AWS Certified,67,"Pemasaran, SQL",Asisten Penjualan,Magister,Cloud bersertifikat (AWS)
Computer Science,Mental Health Basics,80,MS Office,ML Engineer,Doktor,Kesehatan Mental
Finance,Google Data Analytics,77,"MS Office, Machine Learning",Akademisi/Dosen,Doktor,Analisis Data Google
Finance,Creative Writing,79,Python,Eksekutif Pemasaran,SMA/Sederajat,Penulisan Kreatif
Psychology,Mental Health Basics,67,"Analisis Data & IT, Konseling, SQL",Asisten Penjualan,Doktor,Kesehatan Mental
Commerce,No Certification,93,"Keuangan & Akuntansi, MS Office, Pemasaran",Akademisi/Dosen,SMA/Sederajat,Tanpa Sertifikat
Finance,Mental Health Basics,63,"Analisis Data & IT, Python",Asisten Penjualan,Magister,Kesehatan Mental
Arts,AWS Certified,79,"Keuangan & Akuntansi, Pemasaran, SQL",Software Engineer,Sarjana,Cloud bersertifikat (AWS)
Commerce,CFA Level 1,71,"Keuangan & Akuntansi, MS Office",Ilmuwan Peneliti,Doktor,Keuangan (CFA)
Psychology,Digital Marketing,78,"Konseling, Pemasaran",Konselor Sekolah,Doktor,Pemasaran Digital
Commerce,CFA Level 1,71,"Keuangan & Akuntansi, MS Office, Pemasaran",Eksekutif Pemasaran,Doktor,Keuangan (CFA)
Business,Mental Health Basics,62,"Analisis Data & IT, Pemasaran, SQL",Financial Analyst,SMA/Sederajat,Kesehatan Mental
Finance,Tally ERP,70,"Keuangan & Akuntansi, Pemasaran",Business Analyst,Magister,Keuangan & ERP
Commerce,Google Data Analytics,79,Python,Operator Entri Data,Magister,Analisis Data Google
Finance,Tally ERP,82,"Konseling, Python",Software Engineer,Sarjana,Keuangan & ERP
Arts,No Certification,82,Konseling,Ilmuwan Peneliti,Magister,Tanpa Sertifikat
Business,Tally ERP,94,Analisis Data & IT,Eksekutif Pemasaran,Magister,Keuangan & ERP
Engineering,Google Data Analytics,70,"Keuangan & Akuntansi, Pemasaran",Asisten Penjualan,Sarjana,Analisis Data Google
Finance,Digital Marketing,93,"Keuangan & Akuntansi, SQL",Eksekutif Pemasaran,SMA/Sederajat,Pemasaran Digital
Science,Creative Writing,86,"Komunikasi, Pemasaran",Business Analyst,Doktor,Penulisan Kreatif
Finance,Creative Writing,88,Python,Eksekutif Pemasaran,SMA/Sederajat,Penulisan Kreatif
Computer Science,No Certification,92,"Konseling, Machine Learning, Pemasaran",Business Analyst,Magister,Tanpa Sertifikat
Business,CFA Level 1,93,"Keuangan & Akuntansi, Python",Operator Entri Data,SMA/Sederajat,Keuangan (CFA)
Engineering,CFA Level 1,67,"Analisis Data & IT, Komunikasi, Python",Asisten Penjualan,Magister,Keuangan (CFA)
Finance,Mental Health Basics,61,Komunikasi,Eksekutif Pemasaran,Doktor,Kesehatan Mental
Psychology,Google Data Analytics,82,"MS Office, Machine Learning, SQL",Konselor Sekolah,Doktor,Analisis Data Google
Commerce,CFA Level 1,79,"Konseling, MS Office, Python",Akuntan Junior,SMA/Sederajat,Keuangan (CFA)
Engineering,AWS Certified,71,"Keuangan & Akuntansi, Machine Learning, Pemasaran",Ilmuwan Peneliti,Sarjana,Cloud bersertifikat (AWS)
Engineering,Creative Writing,60,Konseling,Ilmuwan Peneliti,Sarjana,Penulisan Kreatif
Science,CFA Level 1,84,"Analisis Data & IT, Python",ML Engineer,Sarjana,Keuangan (CFA)
Engineering,Google Data Analytics,61,Python,Software Engineer,Sarjana,Analisis Data Google
Commerce,AWS Certified,62,"Analisis Data & IT, Machine Learning, Pemasaran",Software Engineer,Magister,Cloud bersertifikat (AWS)
Commerce,Google Data Analytics,87,"Konseling, Python",Asisten Penjualan,SMA/Sederajat,Analisis Data Google
Science,Mental Health Basics,78,Analisis Data & IT,Software Engineer,Magister,Kesehatan Mental
Engineering,Google Data Analytics,63,SQL,ML Engineer,Sarjana,Analisis Data Google
Arts,Mental Health Basics,87,"Konseling, MS Office, Machine Learning",Software Engineer,Doktor,Kesehatan Mental
Computer Science,CFA Level 1,67,Keuangan & Akuntansi,Akademisi/Dosen,Sarjana,Keuangan (CFA)
Engineering,AWS Certified,87,"Komunikasi, Konseling, Python",Eksekutif Pemasaran,Sarjana,Cloud bersertifikat (AWS)
Engineering,Digital Marketing,71,Keuangan & Akuntansi,Akademisi/Dosen,Doktor,Pemasaran Digital
Computer Science,Digital Marketing,73,"Keuangan & Akuntansi, Komunikasi",Operator Entri Data,Sarjana,Pemasaran Digital
Business,No Certification,62,SQL,Asisten Penjualan,SMA/Sederajat,Tanpa Sertifikat
Computer Science,No Certification,61,"Pemasaran, Python",Asisten Penjualan,Doktor,Tanpa Sertifikat
Computer Science,Tally ERP,74,Konseling,Asisten Penjualan,SMA/Sederajat,Keuangan & ERP
Science,CFA Level 1,66,"Keuangan & Akuntansi, SQL",Eksekutif Pemasaran,SMA/Sederajat,Keuangan (CFA)
Commerce,Mental Health Basics,65,"Keuangan & Akuntansi, MS Office, SQL",Business Analyst,SMA/Sederajat,Kesehatan Mental
Engineering,No Certification,63,"Keuangan & Akuntansi, MS Office, SQL",ML Engineer,Doktor,Tanpa Sertifikat
Arts,No Certification,84,Komunikasi,Operator Entri Data,Magister,Tanpa Sertifikat
Commerce,Tally ERP,66,Keuangan & Akuntansi,Asisten Penjualan,SMA/Sederajat,Keuangan & ERP
Arts,Google Data Analytics,61,"Konseling, MS Office, SQL",Akademisi/Dosen,Sarjana,Analisis Data Google
Business,Tally ERP,85,Machine Learning,Akuntan Junior,Sarjana,Keuangan & ERP
Arts,Tally ERP,77,"Analisis Data & IT, Pemasaran",Konselor Sekolah,SMA/Sederajat,Keuangan & ERP
Arts,CFA Level 1,93,"Analisis Data & IT, Keuangan & Akuntansi, Konseling",Akuntan Junior,Sarjana,Keuangan (CFA)
Commerce,Creative Writing,90,"MS Office, Pemasaran",Business Analyst,SMA/Sederajat,Penulisan Kreatif
Arts,Digital Marketing,67,"MS Office, Python",Akademisi/Dosen,Magister,Pemasaran Digital
Psychology,Tally ERP,74,"Keuangan & Akuntansi, Machine Learning, Python",Financial Analyst,SMA/Sederajat,Keuangan & ERP
Commerce,No Certification,70,"Keuangan & Akuntansi, Konseling, Python",Operator Entri Data,SMA/Sederajat,Tanpa Sertifikat
Computer Science,Tally ERP,63,"Konseling, Python",Financial Analyst,Magister,Keuangan & ERP
Science,AWS Certified,86,"Analisis Data & IT, Keuangan & Akuntansi, MS Office",ML Engineer,SMA/Sederajat,Cloud bersertifikat (AWS)
Psychology,Creative Writing,72,"Komunikasi, Machine Learning",Asisten Penjualan,Sarjana,Penulisan Kreatif
Psychology,No Certification,65,Analisis Data & IT,ML Engineer,SMA/Sederajat,Tanpa Sertifikat
Commerce,Digital Marketing,60,Keuangan & Akuntansi,Software Engineer,Doktor,Pemasaran Digital
Science,AWS Certified,73,Machine Learning,Operator Entri Data,SMA/Sederajat,Cloud bersertifikat (AWS)
Psychology,Creative Writing,93,"Keuangan & Akuntansi, Komunikasi",Financial Analyst,Magister,Penulisan Kreatif
Psychology,No Certification,91,"Komunikasi, MS Office, Python",Ilmuwan Peneliti,Doktor,Tanpa Sertifikat
Commerce,Creative Writing,93,"Keuangan & Akuntansi, Konseling, Pemasaran",Konselor Sekolah,SMA/Sederajat,Penulisan Kreatif
Commerce,Creative Writing,84,Komunikasi,Akuntan Junior,Magister,Penulisan Kreatif
Commerce,Tally ERP,61,"Analisis Data & IT, Keuangan & Akuntansi, Komunikasi",Financial Analyst,Magister,Keuangan & ERP
