jenis_kelamin,jurusan_s1,spesialisasi_s1,minat,keterampilan,judul_sertifikasi,pekerjaan_pertama,ipk_s1,profil_lengkap
Female,Sarjana Sains,Aplikasi Komputer,Cloud Computing,Java; Python; SQL,"Linux,Git",Software,3.4,Sarjana Sains | Aplikasi Komputer | Cloud Computing | Java; Python; SQL | Software
Female,Sarjana Teknik,Teknik Informatika,Teknologi; Web Designing; Analisis Data; Ilmu Data,C++; Cloud Computing; Java; Mendengarkan Aktif; Pemrograman; Python; SQL,No,Tidak Tersedia,2.84,Sarjana Teknik | Teknik Informatika | Technology;Web Designing;Data Analytics;All Fields Related To Data Science. | C++; Cloud Computing; Java; Mendengarkan Aktif; Pemrograman; Python; SQL | Tidak Tersedia
Male,Sarjana Sains,Teknik Informatika,Pengajaran,C++,Pgdca,Mahasiswa (Belum Bekerja),3.42,Sarjana Sains | Teknik Informatika | Teaching | C++ | Student (Unemployed)
Female,Sarjana Ekonomi,Aplikasi Komputer,Analisis Keuangan,Akuntansi,No,Business Analyst,2.51,Sarjana Ekonomi | Aplikasi Komputer | Financial Analysis | Akuntansi | Business Analyst
Male,M.Tech,Teknik Informatika,Pengajaran; Teknologi; Understand Human Behaviour; Understand Human Body,Java; Python; SQL,Android Application Development,Data Analyst,2.94,"M.Tech | Teknik Informatika | Teaching, Technology, Understand Human Behaviour, Understand Human Body | Java; Python; SQL | Data Analyst"
Male,Sarjana Komputer,"Software Engineering, Java Programming, Web Development",Teknologi; Perdagangan; Web Designing; Analisis Data; Kepemerintahan; Ilmuwan Data,Artistic; C++; Creative Skills; Designing Skills; Editing (Penyuntingan); Gathering Information; Hardware Skills; Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau),"Networking, Data Scientists",Quality Analyst,3.2,"Sarjana Komputer | Software Engineering, Java Programming, Web Development | Technology;Trading;Web Designing;Data Analytics;Govt. Job;Data Scientist | Artistic; C++; Creative Skills; Designing Skills; Editing (Penyuntingan); Gathering Information; Hardware Skills; Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau) | Quality Analyst"
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Kewirausahaan,Kerja Tim; Keterampilan Presentasi; Leadership Skills; Pemrograman,No,Aws Developer,3.12,"Sarjana Teknik | Teknik Informatika | Technology,Entrepreneurship | Kerja Tim; Keterampilan Presentasi; Leadership Skills; Pemrograman | Aws Developer"
Male,Sarjana Teknik,Electrical And Electronics Engineering,Analisis Data; Ilmuwan Data; Ilmu Data,Good Communication Skills; Keterampilan Presentasi; Menulis; Pembelajaran Mesin; Problem Solving Skills; Python; SQL; Visualisasi Data (Power BI/Tableau),No,Tidak Tersedia,2.68,Sarjana Teknik | Electrical And Electronics Engineering | Data Analytics;Data Scientist;All Fields Related To Data Science. | Good Communication Skills; Keterampilan Presentasi; Menulis; Pembelajaran Mesin; Problem Solving Skills; Python; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Web Designing; Social Media Marketing,C++; Java; Pemrograman; Python,No,Front End Developer,3.38,Sarjana Teknik | Teknik Informatika | Technology;Web Designing;Social Media Marketing | C++; Java; Pemrograman; Python | Front End Developer
Male,Sarjana Teknik,Teknik Informatika,Software Developer,Java; Python; SQL,No,Mahasiswa (Belum Bekerja),2.88,Sarjana Teknik | Teknik Informatika | Software Developer | Java; Python; SQL | Student (Unemployed)
Female,Sarjana Sains,Ilmu Komputer,Ilmuwan Data,Artificial Intelligence; Keterampilan Komunikasi; Medical Knowledge; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau),Data Science And Artificial Intelligence,Tidak Tersedia,2.6,Sarjana Sains | Ilmu Komputer | Data Scientist | Artificial Intelligence; Keterampilan Komunikasi; Medical Knowledge; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Perdagangan; Kewirausahaan,Berpikir Analitis; Berpikir Kritis; C++; Editing (Penyuntingan); Java; Kecerdasan Buatan; Kepemimpinan; Kerja di Bawah Tekanan; Keterampilan Komunikasi; Linux; Logika; Mendengarkan Aktif; Microsoft Excel; Ml; Observation Skills; Oracle; Pemrograman; Problem Solving Skills; Python; SQL,"Google It Automation With Python Professional, Web Development",Mahasiswa (Belum Bekerja),3.57,"Sarjana Teknik | Teknik Informatika | Technology, Trading, Entrepreneurship | Berpikir Analitis; Berpikir Kritis; C++; Editing (Penyuntingan); Java; Kecerdasan Buatan; Kepemimpinan; Kerja di Bawah Tekanan; Keterampilan Komunikasi; Linux; Logika; Mendengarkan Aktif; Microsoft Excel; Ml; Observation Skills; Oracle; Pemrograman; Problem Solving Skills; Python; SQL | Student (Unemployed)"
Male,Sarjana Teknik,Ilmu Komputer,Analisis Keuangan; Penelitian; Teknologi; Web Designing; Analisis Data; Game Industry,Architecture; Artificial Intelligence; Artistic; Berpikir Analitis; Berpikir Kritis; Business Knowledge; C++; Cloud Computing; Creative Skills; Designing Skills; Gathering Information; Java; Linux; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Product Knowledge; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau),No,Tidak Tersedia,3.2,Sarjana Teknik | Ilmu Komputer | Financial Analysis;Research;Technology;Web Designing;Data Analytics;Game Industry | Architecture; Artificial Intelligence; Artistic; Berpikir Analitis; Berpikir Kritis; Business Knowledge; C++; Cloud Computing; Creative Skills; Designing Skills; Gathering Information; Java; Linux; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Product Knowledge; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Analisis Data; Machine Learning; Cloud Computing,Amazon Web Services (Aws)Sql; Java,Linux Command Line;Aws,System Administrator,3.27,"Sarjana Teknik | Teknik Informatika | Data Analytics,Machine Learning,Cloud Computing | Amazon Web Services (Aws)Sql; Java | System Administrator"
Female,Sarjana Teknik,Teknologi Informasi,Teknologi; Understand Human Behaviour; Analisis Data; Pengembangan Web,Artistic; Creative Skills; Gathering Information; Hardware Skills; Hr; Java; Pemrograman,No,Application Development Analyst,3.31,Sarjana Teknik | Teknologi Informasi | Technology;Understand Human Behaviour;Data Analytics;Web Development | Artistic; Creative Skills; Gathering Information; Hardware Skills; Hr; Java; Pemrograman | Application Development Analyst
Male,Sarjana Teknik,Teknik Informatika,Analisis Keuangan; Game Industry,Java; Keterampilan Komunikasi; Linux; Mendengarkan Aktif; Pemrograman; People Management; Product Knowledge,Java Core,Software Developer,2.83,Sarjana Teknik | Teknik Informatika | Financial Analysis;Game Industry | Java; Keterampilan Komunikasi; Linux; Mendengarkan Aktif; Pemrograman; People Management; Product Knowledge | Software Developer
Female,Sarjana Komputer,Coding,Game Industry; Desain; Navy Defence Related,Artistic; Creative Skills; Designing Skills; Editing (Penyuntingan); Good Communication Skills; Python,Animation,Tidak Tersedia,3.12,Sarjana Komputer | Coding | Game Industry;Design;Navy Defence Related | Artistic; Creative Skills; Designing Skills; Editing (Penyuntingan); Good Communication Skills; Python | Tidak Tersedia
Female,Sarjana Sains,Teknik Informatika,Penjualan/Pemasaran; Teknologi; Kewirausahaan; Understand Human Behaviour,C++; Java; Logika; Menulis; Oracle; Pemrograman; Python; SQL; Sales,Ed Spread Courses,Mahasiswa (Belum Bekerja),2.84,"Sarjana Sains | Teknik Informatika | Sales/Marketing, Technology, Entrepreneurship, Understand Human Behaviour | C++; Java; Logika; Menulis; Oracle; Pemrograman; Python; SQL; Sales | Student (Unemployed)"
Female,Sarjana Teknik,Teknik Informatika,Teknologi,Good Communication Skills; Java; Pemrograman; SQL,No,Associate Consultant,2.56,Sarjana Teknik | Teknik Informatika | Technology | Good Communication Skills; Java; Pemrograman; SQL | Associate Consultant
Male,M.Tech,Teknik Informatika,Teknologi; Analisis Data; Ilmuwan Data,Berpikir Analitis; Berpikir Kritis; Cloud Computing; Pembelajaran Mesin; Pemrograman; Python; SQL,No,Software Engineer,3.08,M.Tech | Teknik Informatika | Technology;Data Analytics;Data Scientist | Berpikir Analitis; Berpikir Kritis; Cloud Computing; Pembelajaran Mesin; Pemrograman; Python; SQL | Software Engineer
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Analisis Data,Berpikir Analitis; Pembelajaran Mesin; Pemrograman; Python,Ibm,Data Analyst,3.16,Sarjana Teknik | Teknik Informatika | Technology;Data Analytics | Berpikir Analitis; Pembelajaran Mesin; Pemrograman; Python | Data Analyst
Male,Sarjana Komputer,Aplikasi Komputer,Teknologi; Kewirausahaan; Understand Human Behaviour; Understand Human Body,Berpikir Kritis; Building Rapport; Creativity Skills; Editing (Penyuntingan); Gathering Informing; Java; Kerja Tim; Keterampilan Interpersonal,No,Software Tester,2.64,"Sarjana Komputer | Aplikasi Komputer | Technology, Entrepreneurship, Understand Human Behaviour, Understand Human Body | Berpikir Kritis; Building Rapport; Creativity Skills; Editing (Penyuntingan); Gathering Informing; Java; Kerja Tim; Keterampilan Interpersonal | Software Tester"
Male,Sarjana Ekonomi,Teknologi Informasi,Teknologi,Computer Hardware; Kepemimpinan; Keterampilan Komunikasi; L3 Printer; Microsoft Excel; Microsoft Windows; Negotiation Skills; Networking Basic,Computer Hardware,It Support,2.32,Sarjana Ekonomi | Teknologi Informasi | Technology | Computer Hardware; Kepemimpinan; Keterampilan Komunikasi; L3 Printer; Microsoft Excel; Microsoft Windows; Negotiation Skills; Networking Basic | It Support
Male,Sarjana Teknik,Electrical And Electronics Engineering,Teknologi; Kepemerintahan; Pengembangan Web; Service; Information Technology,Good Communication Skills; Java; Pemrograman; Problem Solving Skills; SQL,No,Tidak Tersedia,2.58,Sarjana Teknik | Electrical And Electronics Engineering | Technology;Govt. Job;Web Development;Service;Information Technology | Good Communication Skills; Java; Pemrograman; Problem Solving Skills; SQL | Tidak Tersedia
Male,Sarjana Teknik,Electronics And Communication Engineering,Web Designing; Digital Marketing; Industires; Desain; Blockchain,Berpikir Kritis; Kepemimpinan; Matlab; Pembelajaran Mesin; Pemrograman,Java,Software Engineer,3.0,Sarjana Teknik | Electronics And Communication Engineering | Web Designing;Digital Marketing;Industires;Design;Blockchain | Berpikir Kritis; Kepemimpinan; Matlab; Pembelajaran Mesin; Pemrograman | Software Engineer
Male,Sarjana Teknik,Data Science,Teknologi; Perdagangan; Analisis Data; Ilmuwan Data; Information Technology,Kepemimpinan; Python; SQL; Visualisasi Data (Power BI/Tableau),No,Tidak Tersedia,2.66,Sarjana Teknik | Data Science | Technology;Trading;Data Analytics;Data Scientist;Information Technology | Kepemimpinan; Python; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Sastra,Economics,Web Designing; Analisis Data; Pengembangan Web,Berpikir Analitis; Good Communication Skills; Pemrograman; Python,1 Programming Foundation- Fundamental 2. Database 3. Html 4. Full Stack And Front End,Tidak Tersedia,2.44,Sarjana Sastra | Economics | Web Designing;Data Analytics;Web Development | Berpikir Analitis; Good Communication Skills; Pemrograman; Python | Tidak Tersedia
Female,Sarjana Teknik,Electrical And Electronics Engineering,Analisis Keuangan; Penelitian; Pengajaran; Teknologi; Data Science,C++; Creativity Skills; Kepemimpinan; Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Logika; Mass Communication; Membaca; Mendengarkan Aktif; Menulis; Microsoft Excel; Observation Skills; Pemrograman; People Management; Problem Solving Skills; Python; Reporting; Risk Managing; SQL; Subject Knowledge; Wealth Management,"Data Science Using Python And R Programming, Dca",Mahasiswa (Belum Bekerja),2.82,"Sarjana Teknik | Electrical And Electronics Engineering | Financial Analysis, Research, Teaching, Technology, Data Science | C++; Creativity Skills; Kepemimpinan; Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Logika; Mass Communication; Membaca; Mendengarkan Aktif; Menulis; Microsoft Excel; Observation Skills; Pemrograman; People Management; Problem Solving Skills; Python; Reporting; Risk Managing; SQL; Subject Knowledge; Wealth Management | Student (Unemployed)"
Female,Sarjana Teknik,Teknik Informatika,Teknologi,Java; Pemrograman,Dasdm,Senior Associate,2.0,Sarjana Teknik | Teknik Informatika | Technology | Java; Pemrograman | Senior Associate
Female,Sarjana Sains,Teknik Informatika,Teknologi,Mengajar,No,Tidak Tersedia,2.75,Sarjana Sains | Teknik Informatika | Technology | Mengajar | Tidak Tersedia
Male,Sarjana Komputer,Python,Penelitian; Teknologi; Perdagangan; Supply Chain Analysis; Web Designing; Analisis Data; Retailer; Ilmuwan Data; Pengembangan Web; Ilmu Data; Information Technology; Machine Learning; Excel,Berpikir Analitis; Berpikir Kritis; C++; Cloud Computing; Gathering Information; Java; Javascript; Mendengarkan Aktif; Pemrograman; Php; Problem Solving Skills; Product Knowledge; Programming Language C; Python; SQL,No,Tidak Tersedia,2.88,Sarjana Komputer | Python | Research;Technology;Trading;Supply Chain Analysis;Web Designing;Data Analytics;Retailer;Data Scientist;Web Development;All Fields Related To Data Science.;Information Technology;Machine Learning;Excel | Berpikir Analitis; Berpikir Kritis; C++; Cloud Computing; Gathering Information; Java; Javascript; Mendengarkan Aktif; Pemrograman; Php; Problem Solving Skills; Product Knowledge; Programming Language C; Python; SQL | Tidak Tersedia
Male,Sarjana Teknik,Electrical Engineering,Ilmu Data,Berpikir Analitis; Berpikir Kritis; Keterampilan Komunikasi; Pemrograman; SQL,No,Apprentice Dp World Navi Mumbai,2.72,Sarjana Teknik | Electrical Engineering | All Fields Related To Data Science. | Berpikir Analitis; Berpikir Kritis; Keterampilan Komunikasi; Pemrograman; SQL | Apprentice Dp World Navi Mumbai
Female,Sarjana Teknik,Teknologi Informasi,Writing,Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Interpersonal; Keterampilan Presentasi; Menulis,"Api Documentation, Technical Writing",Penulis Teknis,3.09,Sarjana Teknik | Teknologi Informasi | Writing | Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Interpersonal; Keterampilan Presentasi; Menulis | Technical Writer
Male,Sarjana Teknik,Teknik Informatika,News Coverage; Pengajaran; Teknologi,Java; Wealth Management,No,Junior Developer,2.64,Sarjana Teknik | Teknik Informatika | News Coverage;Teaching;Technology | Java; Wealth Management | Junior Developer
Male,Sarjana Sains,Teknik Informatika,Teknologi; Analisis Data; Ilmuwan Data; Ilmu Data,Berpikir Analitis; C++; Good Communication Skills; Java; Kepemimpinan; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Python; SQL,No,Tidak Tersedia,2.04,Sarjana Sains | Teknik Informatika | Technology;Data Analytics;Data Scientist;All Fields Related To Data Science. | Berpikir Analitis; C++; Good Communication Skills; Java; Kepemimpinan; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Python; SQL | Tidak Tersedia
Female,Sarjana Teknik,Teknik Informatika,Pengajaran; Teknologi; Service; Social Causes; Information Technology,Akuntansi; Berpikir Kritis; Java; Keterampilan Komunikasi; People Management,No,Software Engineer,3.04,Sarjana Teknik | Teknik Informatika | Teaching;Technology;Service;Social Causes;Information Technology | Akuntansi; Berpikir Kritis; Java; Keterampilan Komunikasi; People Management | Software Engineer
Male,Sarjana Teknik,Teknik Informatika,Machine Learning; All Fields Related To Data Science,C++; Data Structures; Database Management System (Dbms; Digital Marketing; Mysql; Pemrograman; Python (Programming Language,"Data Structures In C++;
 Certified Java Programmer;",Specialist Programmer,2.83,"Sarjana Teknik | Teknik Informatika | Machine Learning,All Fields Related To Data Science | C++; Data Structures; Database Management System (Dbms; Digital Marketing; Mysql; Pemrograman; Python (Programming Language | Specialist Programmer"
Male,Sarjana Sains,Ilmu Komputer,Ilmuwan Data,Gathering Information,No,Tidak Tersedia,2.4,Sarjana Sains | Ilmu Komputer | Data Scientist | Gathering Information | Tidak Tersedia
Male,Sarjana Sains,Teknik Informatika,Web Designing; Analisis Data; Ilmuwan Data,Berpikir Kritis; Gathering Information; Good Communication Skills; Python,No,Tidak Tersedia,2.6,Sarjana Sains | Teknik Informatika | Web Designing;Data Analytics;Data Scientist | Berpikir Kritis; Gathering Information; Good Communication Skills; Python | Tidak Tersedia
Male,Sarjana Teknik,Electronics & Telecommunications,Cyber Security; Teknologi; Analisis Data; Machine Learning; Cloud Computing,Active Directory; Cisco Firewall Security; Ciscoasa; Crowdstrike Falcon; Cyber Threat Intelligence (Cti; Cybersecurity; Cybersecurity Incident Response; Information Security; Itil; Mcafee Antivirus; Microsoft Operating Systems; Network Security; Server Administration; Shavlikarcsight; Sumologic,"Sumo Power User;
C|Eh V10",Information Secuirty Analyst,3.27,"Sarjana Teknik | Electronics & Telecommunications | Cyber Security,Technology,Data Analytics,Machine Learning,Cloud Computing | Active Directory; Cisco Firewall Security; Ciscoasa; Crowdstrike Falcon; Cyber Threat Intelligence (Cti; Cybersecurity; Cybersecurity Incident Response; Information Security; Itil; Mcafee Antivirus; Microsoft Operating Systems; Network Security; Server Administration; Shavlikarcsight; Sumologic | Information Secuirty Analyst"
Female,Sarjana Sains,Mathematics,Penelitian; Web Designing; Analisis Data; Kepemerintahan; Digital Marketing; Ilmuwan Data; Pengembangan Web; Ilmu Data; Information Technology; Machine Learning,Akuntansi; Artistic; Berpikir Analitis; Berpikir Kritis; Business Knowledge; C++; Creative Skills; Editing (Penyuntingan); Gathering Information; Good Communication Skills; Kepemimpinan; Keterampilan Komunikasi; Keterampilan Presentasi; Mendengarkan Aktif; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Programming Language C; Python; Risk Management Skills; Visualisasi Data (Power BI/Tableau),Typewriting English Junior,Tidak Tersedia,3.16,Sarjana Sains | Mathematics | Research;Web Designing;Data Analytics;Govt. Job;Digital Marketing;Data Scientist;Web Development;All Fields Related To Data Science.;Information Technology;Machine Learning | Akuntansi; Artistic; Berpikir Analitis; Berpikir Kritis; Business Knowledge; C++; Creative Skills; Editing (Penyuntingan); Gathering Information; Good Communication Skills; Kepemimpinan; Keterampilan Komunikasi; Keterampilan Presentasi; Mendengarkan Aktif; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Programming Language C; Python; Risk Management Skills; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Teknik,Civil Engineering,Pengajaran; Teknologi; Web Designing; Analisis Data; Game Industry; Home Interior Design; Ilmuwan Data; Pengembangan Web; Infrastructure,Artificial Intelligence; Artistic; Berpikir Analitis; Berpikir Kritis; Content Creation; Creative Skills; Designing Skills; Editing (Penyuntingan); Gathering Information; Good Communication Skills; Kepemimpinan; Keterampilan Komunikasi; Keterampilan Presentasi; Matlab; Menulis; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Product Knowledge; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau),"Data Science, Tableau, Artificial Intelligence",Tidak Tersedia,3.04,Sarjana Teknik | Civil Engineering | Teaching;Technology;Web Designing;Data Analytics;Game Industry;Home Interior Design;Data Scientist;Web Development;Infrastructure | Artificial Intelligence; Artistic; Berpikir Analitis; Berpikir Kritis; Content Creation; Creative Skills; Designing Skills; Editing (Penyuntingan); Gathering Information; Good Communication Skills; Kepemimpinan; Keterampilan Komunikasi; Keterampilan Presentasi; Matlab; Menulis; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Product Knowledge; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,M.Tech,Civil Structural,Analisis Keuangan; Penelitian; Analisis Data; Pengembangan Web,Berpikir Analitis; Business Knowledge; Keahlian Software Teknik (STAAD/ETABS); Proeficiency In Software Like Staad Pro,No,Tidak Tersedia,2.88,M.Tech | Civil Structural | Financial Analysis;Research;Data Analytics;Web Development | Berpikir Analitis; Business Knowledge; Keahlian Software Teknik (STAAD/ETABS); Proeficiency In Software Like Staad Pro | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Teknologi,Tidak Tersedia,No,Web Developer,2.66,Sarjana Teknik | Teknik Informatika | Technology | Tidak Tersedia | Web Developer
Female,Mdcs,Teknologi Informasi,Analisis Keuangan,Berpikir Analitis; Building Rapport; Kerja Tim; Linux; Oracle; Pemrograman; SQL; Subject Knowledge,Automation Test Engineer,Computer Software Engineer,3.0,Mdcs | Teknologi Informasi | Financial Analysis | Berpikir Analitis; Building Rapport; Kerja Tim; Linux; Oracle; Pemrograman; SQL; Subject Knowledge | Computer Software Engineer
Male,Sarjana Teknik,Teknik Informatika,Web Designing; Analisis Data; Kepemerintahan; Ilmuwan Data,Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau),No,Tidak Tersedia,2.5,Sarjana Teknik | Teknik Informatika | Web Designing;Data Analytics;Govt. Job;Data Scientist | Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Penelitian; Teknologi,Java; Pemrograman; SQL,No,Mahasiswa (Belum Bekerja),2.93,"Sarjana Teknik | Teknik Informatika | Research, Technology | Java; Pemrograman; SQL | Student (Unemployed)"
Female,Sarjana Teknik,Teknik Informatika,Analisis Keuangan; News Coverage; Penjualan/Pemasaran; Understand Human Behaviour; Supply Chain Analysis; Content Writing; Analisis Data; Kepemerintahan; Digital Marketing; Retailer; Ilmuwan Data; Social Media Marketing; Infrastructure; Industires; Product Life Cycle Management; Navy Defence Related,Berpikir Analitis; Berpikir Kritis; Business Knowledge; Good Communication Skills; Hospitality; Hr; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Python; Risk Management Skills; SQL; Social Media Marketing,No,Tidak Tersedia,2.4,Sarjana Teknik | Teknik Informatika | Financial Analysis;News Coverage;Sales/Marketing;Understand Human Behaviour;Supply Chain Analysis;Content Writing;Data Analytics;Govt. Job;Digital Marketing;Retailer;Data Scientist;Social Media Marketing;Infrastructure;Industires;Product Life Cycle Management;Navy Defence Related | Berpikir Analitis; Berpikir Kritis; Business Knowledge; Good Communication Skills; Hospitality; Hr; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Python; Risk Management Skills; SQL; Social Media Marketing | Tidak Tersedia
Male,Sarjana Teknik,Mechanical Engineering,Analisis Keuangan; Penelitian; Teknologi; Understand Human Behaviour; Analisis Data; Kepemerintahan; Ilmuwan Data; Ilmu Data; Information Technology; Navy Defence Related; Sports Industry,Berpikir Analitis; Kepemimpinan; Pembelajaran Mesin; People Management; Product Knowledge; Python; SQL; Visualisasi Data (Power BI/Tableau),Certification In Data Science And Visualization,Intern At Innodatatics,2.52,Sarjana Teknik | Mechanical Engineering | Financial Analysis;Research;Technology;Understand Human Behaviour;Data Analytics;Govt. Job;Data Scientist;All Fields Related To Data Science.;Information Technology;Navy Defence Related;Sports Industry | Berpikir Analitis; Kepemimpinan; Pembelajaran Mesin; People Management; Product Knowledge; Python; SQL; Visualisasi Data (Power BI/Tableau) | Intern At Innodatatics
Female,Sarjana Teknik,Teknik Informatika,Penelitian; Teknologi; Analisis Data; Ilmuwan Data; Ilmu Data,Aws; Business Knowledge; C++; Cloud Computing; Designing Skills; Good Communication Skills; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Pembelajaran Mesin; Programming Language C; Python; SQL; Visualisasi Data (Power BI/Tableau),Professional Course Of Data Science And Artificial Intelligence,Tidak Tersedia,2.76,Sarjana Teknik | Teknik Informatika | Research;Technology;Data Analytics;Data Scientist;All Fields Related To Data Science. | Aws; Business Knowledge; C++; Cloud Computing; Designing Skills; Good Communication Skills; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Pembelajaran Mesin; Programming Language C; Python; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Game Industry; Market Reserach; Information Technology,Java; Linux; Pemrograman; SQL,No,Trainee Consultant - Quality,3.2,Sarjana Teknik | Teknik Informatika | Technology;Game Industry;Market Reserach;Information Technology | Java; Linux; Pemrograman; SQL | Trainee Consultant - Quality
Male,Sarjana Komputer,Aplikasi Komputer,Teknologi; Perdagangan,Gathering Information; Mendengarkan Aktif; Pemrograman,Ceh,Tidak Tersedia,2.79,Sarjana Komputer | Aplikasi Komputer | Technology;Trading | Gathering Information; Mendengarkan Aktif; Pemrograman | Tidak Tersedia
Female,Sarjana Sains,Teknik Informatika,Teknologi,Java; Mendengarkan Aktif; Pemrograman,No,Tidak Tersedia,2.96,Sarjana Sains | Teknik Informatika | Technology | Java; Mendengarkan Aktif; Pemrograman | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Analisis Data,Tidak Tersedia,No,Magang,2.66,Sarjana Teknik | Teknik Informatika | Data Analytics | Tidak Tersedia | Intern
Male,Sarjana Teknik,Mechanical Engineering,Penelitian; Analisis Data; Ilmuwan Data; Ilmu Data; Industires; Desain,Pembelajaran Mesin; Pemrograman; Python,No,Tidak Tersedia,2.77,Sarjana Teknik | Mechanical Engineering | Research;Data Analytics;Data Scientist;All Fields Related To Data Science.;Industires;Design | Pembelajaran Mesin; Pemrograman; Python | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Web Designing; Kepemerintahan; Game Industry; Pengembangan Web,Editing (Penyuntingan); Python,No,Tidak Tersedia,2.44,Sarjana Teknik | Teknik Informatika | Technology;Web Designing;Govt. Job;Game Industry;Web Development | Editing (Penyuntingan); Python | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Service; Desain,Hardware Skills; Python; Us & Canada Recruitment (It,No,Tidak Tersedia,2.44,Sarjana Teknik | Teknik Informatika | Service;Design | Hardware Skills; Python; Us & Canada Recruitment (It | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Network,Network Engineer,No,Tidak Tersedia,2.44,Sarjana Teknik | Teknik Informatika | Network | Network Engineer | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Analisis Data; Ilmuwan Data; Ilmu Data,Berpikir Analitis; Editing (Penyuntingan); Good Communication Skills; Hr; Kepemimpinan; Keterampilan Komunikasi; Mass Communication; Mengajar; People Management; Problem Solving Skills; Python; Visualisasi Data (Power BI/Tableau),"Html, Cyber Security And Python.",Tidak Tersedia,3.16,Sarjana Teknik | Teknik Informatika | Data Analytics;Data Scientist;All Fields Related To Data Science. | Berpikir Analitis; Editing (Penyuntingan); Good Communication Skills; Hr; Kepemimpinan; Keterampilan Komunikasi; Mass Communication; Mengajar; People Management; Problem Solving Skills; Python; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Teknik,Electrical And Electronics Engineering,Pengembangan Web; Information Technology; Blockchain; Digital Marketing; Game Industry,Amazon Web Services (Aws; Ansible; Apache Kafka; Bash; Bash Script; Devops; Docker; Elastic Stack (Elk; Elasticsearch; Git; Grafana; Jenkins; Kubernetes; Linux; Linux System Administration; Nginx; Openstack; Prometheus; Redis,Devops,Devops Engineer,2.72,"Sarjana Teknik | Electrical And Electronics Engineering | Web Development,Information Technology,Blockchain,Digital Marketing,Game Industry | Amazon Web Services (Aws; Ansible; Apache Kafka; Bash; Bash Script; Devops; Docker; Elastic Stack (Elk; Elasticsearch; Git; Grafana; Jenkins; Kubernetes; Linux; Linux System Administration; Nginx; Openstack; Prometheus; Redis | Devops Engineer"
